title,synopsis,genres,episodes,score,characters
Mai-HiME,"Mai Tokiha thought she had enough trouble in life between taking care of her ailing brother and transferring to a new school. But when she saves a mysterious girl wielding a sword, everything changes. A power awakens within her and she becomes a HiME, a battle princess! But she’s not alone with this power—eleven other girls share her fate, and the burden is a heavy one.<br><br>
(Source: Crunchyroll)","Action, Comedy, Drama, Fantasy, Mecha, Romance",26.0,69,"Yuuichi Tate, Nagi Homura, Midori Sugiura, Mai Tokiha, Yukino Kikukawa, Mikoto Minagi, Reito Kanzaki, Natsuki Kuga, Fumi Himeno, Mashiro Kazahana, Haruka Suzushiro, Akira Okuzaki, Yayoi Oota, Yukariko Sanada, Chie Harada, Shiho Munakata, Shizuru Fujino, Akane Higurashi, Nao Yuuki, Kazuya Kurauchi, Miyu Glear, Alyssa Searrs, Joseph Glear, Youko Sagisawa, Takumi Tokiha"
Mai-Otome,"Arika Yumemiya has traveled far in search of her goal: the prestigious Gualderobe Academy. This is the school where young girls are trained to become Otomes, protectors of royal leaders throughout the lands. Here, Arika makes plenty of friends, but some enemies know something about her past that she does not. Nevertheless, her spirit and determination will keep pushing her forward.<br><br>
Adapted from its predecessor, Mai-HiME, this series is not a direct sequel, but an alternate universe setting featuring some of the Mai-HiME cast (though with different personalities).
<br><br>
(Source: Anime News Network)","Comedy, Drama, Fantasy",26.0,69,"Nagi Daí Artai, Sergay Wáng, Midori, Mai Tokiha, Yukino Chrysant, Tomoe Marguerite, Fia Gross, Nina Wáng, Mimi, Mikoto, Sara Gallagher, Rad, Rosalie Claudel, Natsuki Kruger, Mashiro Blan de Windbloom, Haruka Armitage, Yayoi Alter, Yukariko Steinberg, Gal, Laura Bianci, Chie Hallard, Shiho Huit, Shizuru Viola, Akane Soir, Aoi Senoh"
Shin Shirayuki-hime Densetsu Pretear,"A sixteen year old girl is struggling to adjust to a new step-family when seven guys appear on the scene revealing that she possesses a special magical power. Shying away from the strange group, she later joins them when a monster places her friend's life in jeopardy. Without training, she must prove herself capable to take up the sacred duty of the Pretear. They must resolve their differences and work together to defeat the evil princess intent on destruction. <br><br>
(Source: FUNimation) ","Comedy, Drama, Fantasy, Mahou Shoujo, Romance",13.0,66,"Mayune Awayuki, Yayoi Takato, Takako, Kaoru Awayuki, Sasame, Hayate, Mannen, Gou, Hajime, Tanaka, Himeno Awayuki, Natsue Awayuki, Mawata Awayuki, Shin, Kei"
AIR,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.<br><br>
By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?
<br><br>
[Written by MAL Rewrite]<br><br>

<i>Note: Includes episode 13, Soushuuhen (Summary).</i>","Drama, Romance, Slice of Life, Supernatural",13.0,68,"Michiru, Sora, Yukito Kunisaki, Potato, Ryuuya, Misuzu Kamio, Haruko Kamio, Minagi Tohno, Yukito no Haha, Uraha, Saika Shino, Maika Shino, Hijiri Kirishima, Keisuke Tachibana, Kanna, Kano Kirishima, Minagi no Haha, Yaobikuni, Minagi no Chichi, Kano no Haha"
Aishiteruze Baby★★,"Katakura Kippei is in every way a high school playboy. Spending his days flirting with any female he can see, responsibility is the last thing on his mind. Life takes an unexpected turn for him as one day he returns home to find himself with the fulltime task of caring for his 5 year old cousin. Kippei's aunt Miyako had disappeared, appearing to have abandoned his cousin, Yuzuyu. With Kippei's lack of responsibility and knowledge of childcare and Yuzuyu's injured heart with the disappearance of her mother, their time together is in for a bumpy ride. Based on the manga by Maki Youko.","Comedy, Drama, Romance",26.0,71,"Namiko, Ayumi Kubota, Shouta no Haha, Miki Sakashita, Eiichi Katakura, Sofu, Satsuki Katakura, Kokoro Tokunaga, Kazuhiro Tsuchiya, Miki no Chichi, Kippei Katakura, Yuzuyu Sakashita, Reiko Katakura, Mai Motoki, Etsuko, Kana, Nattsu, Kokoro no Haha, Misako Katakura, Yuzuyu no Papa, Shin Tabata, Marika, Ken, Enchou-sensei, Itsumi"
Akazukin Chacha,"Chacha is a cheerful girl who spends most of her days practicing magic under her teacher Seravi, hoping to become as skilled as he is. Though Chacha is enthusiastic, her tendency to make unfortunate puns out of her magic chants leaves her teacher wondering if she is ready for magic school. Deciding that there is no better time, Seravi gifts Chacha the Princess Medallion, allowing her to transform into a magical princess capable of defeating even the fiercest opponents.

Together with her best friends Riiya, a werewolf boy, and Shiine, an apprentice of Seravi's old rival, Dorothy, Chacha sets out to defend the world from sinister forces. However, between the Great Evil Lord plotting against them, Riiya and Shiine's rivalry to win Chacha's affection, as well as Seravi and Dorothy's complicated relationship, Chacha struggles to find balance between fighting evil forces and mending relationships in her everyday life. Though obstacles continue to come her way, Chacha is determined to overcome any problem she faces with love, courage, and hope by her side.<br><br>
(Source: MAL Rewrite)","Adventure, Comedy, Fantasy, Mahou Shoujo, Romance",74.0,69,"Soprano, Choutarou, Nezumi Kid, Clyde, Shiine, Muura Maasa, Chacha, Piisuke, Urara, Mosuke, Elizabeth, Dorothy, Oyuki, Mary, Ka Zandan, Pikapon, Mayachon, Rascal, Sorges, Yordas, Haideyansu, Genius, Marine, Barabaraman, GauGau"
Ayashi no Ceres,"Ceres was a tennyo, a celestial maiden, who came down from the heavens to bathe in a stream. She hung her hagoromo (robe) on a tree nearby, which was her key to returning to the heavens. But the robe was stolen and the man who had stolen it forced her to become his wife, thus producing a family full of human and tennyo blood mixed. <br><br>
Now, in modern day time, Aya Mikage is a descendent of Ceres, and has quite an amount of tennyo blood. On her 16th birthday, she and her twin brother, Aki, are thrown a party. At the ""party"", Aya's grandpa plans to kill her, for she has tennyo powers unlike the rest of the family, and can actually become Ceres herself and destroy the Mikage family. Aya, however, can switch back, so this transformation happens quite frequently. <br><br>
With protector Yuuhi by her side, it is up to Aya to control Ceres and keep her from coming back, but her relationship with an ex-worker for her evil grandpa may be a distraction. ","Adventure, Comedy, Drama, Horror, Romance",24.0,65,"Alexander Howell, Kagami Mikage, Chidori Kuruma, Tooya, Shiso Mikagi, Kyu Oda, Miori Sahara, Yuuhi Aogiri, Aki Mikage, Ceres, Aya Mikage, Suzumi Aogiri, Wei Fei Li, Gladys Smithson, Shuro Tsukasa"
BOYS BE ...,"There are two sides to every love story, and Boys Be... reveals what's really going on - from the guy's point of view!<br><br>
Meet three normal high school guys with just one thing on their minds: girls. Quiet Kyoichi has been friends with Chiharu ever since they were young, but lately, his feelings have begun to change. Lecherous Makoto, a self-proclaimed master of the rules of romance, is ready to sweep the ladies off their feet. And Yoshihiko, a handsome sports nut, is unfortunately a bit clueless in matters of the heart.<br><br>
Join this hapless trio for a year of romantic misadventures that will change their lives forever!<br><br>
(Source: RightStuf)","Comedy, Romance, Slice of Life",13.0,58,"Kyoichi Kanzaki, Tsuyoshi Ueno, Chiharu Reicha, Makoto Kurumizawa, Yuki Okazaki, Jyunna Morio, Aki Mizutani, Sayaka Kanzaki, Takuya Yokota, Erika Kawai, Aya Kurihara, Yumi Kazama, Mizuki Takano, Nao Nitta, Yoshihiko Kenjo, Shouko Sayama, Chiharu Nitta, Natsue Horikawa"
Hana Yori Dango,"Makino Tsukushi: a girl who comes from a poor family just wants to get through her 2 last years at Eitoku Gakuen, quietly. But once she makes herself known by standing up for her friend to the F4, the 4 most popular, powerful and rich boys at the school. She gets the red card: F4's way of a ""Declaration of War"". But when she doesn't let herself be beaten by them and is starting to fall for one of the F4; Hanazawa Rui. She starts to see that there is more than meets the eye...
<br><br>
(Source: Anime News Network)","Comedy, Drama, Romance",51.0,71,"Junpei Oribe, Kaede Domyoji, Kazuya Aoike, Thomas, Rui Hanazawa, Tsukushi Makino, Tsukasa Domyouji, Sojirou Nishikado, Sakurako Sanjo, Tsubaki Domyouji, Akira Mimasaka, Shizuka Todo, Yuuki Matsuoka, Shigeru Okawahara"
Ou Dorobou JING,"Jing may appear to be a young boy, but his remarkable skills make him one of the most feared thieves on the planet. Along with his feathered partner Kir, Jing travels from town to town, stealing anything of value regardless of the amount of security. But when he's in a pinch, he has one more trick up his sleeve: Kir bonds with Jing's right arm to perform the effectively deadly ""Kir Royale"" attack. And because of all this, Jing is infamously known by many as the ""King of Bandits."" <br>","Adventure, Comedy, Fantasy, Sci-Fi",13.0,66,"Elixir, Izarra Tumbler, Postino, Rose, Mirabelle, Drambuie, Jing, Cidre, Kir, Stir, Angostura, Vodka, Fino Quart, Countess Dubonnet, Cidre's Mother"
Ou Dorobou JING in Seventh Heaven,"Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world. There, they seek to steal the Dream Orb from the convict Campari. But before doing so, they must escape from the prison of dreams that Campari has conjured for them. <br>","Adventure, Comedy, Fantasy, Psychological",3.0,65,"Jing, Kir"
Bakuretsu Tenshi,"In a crime-ridden future Japan, Kyohei Tachibana is a peaceful student at a culinary school, dreaming of going to France for advanced study as a patissier (pastry chef). To afford the trip, he accepts a part-time job as private cook to a strange group of women - Sei, Meg, Jo and Amy. To Kyohei's astonishment, they turn out to be a band of violent mercenaries, and he finds himself in the line of fire. ","Adventure, Comedy, Mecha, Sci-Fi",24.0,63,"Akio, Leo Jinno, Kyohei Tachibana, Sei, Angelique, Jo, Yoko, Amy, Meg, Azuma Iriki, Shiho Kazami, Keiko Shiratoro, Takane Katsu, Lava, Maria, Shirley, Jei Kokuren, Lee, Sam, Narrator"
Chuuka Ichiban!,"The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos. It is also during a fictitious era called ""The Era of the Cooking Wars"". It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China. It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority. Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.<br><br>
The country of China has four major regions: Beijing, Szechuan, Shanghai, and Guangdong.<br><br>
The beginning of the story takes place in Szechuan, Mao's birthplace.<br><br>
After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant. However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother. During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.<br><br>
(Source: Wikipedia)","Action, Adventure, Drama",52.0,70,"Meili Zhou, Maoxing Liu, Leien, Feihong Lan, Silang, Xielu"
Corrector Yui,"In the year 2000-something, a massive central network called Comnet links the computers of the world, forming a single global computer system. Comnet, designed to serve the interests of mankind, is managed by the supercomputer, Grosser. But when Grosser decides to take over the world, a savior is needed!<br>
<br>
A computer-illiterate girl named Yui Kasuga happens upon software program IR, which recruits her as savior of Comnet and pulls her into the virtual world inside. There, Yui is given the power to become <i>Corrector Yui</i> so that she can fight against Grosser and his evil Corruptors.<br>
<br>
Inside the virtual world for the first time, Yui must face one of Grosser's henchmen. She must also battle another of Grosser's minions, this time one who's infecting the e-mail passed between Yui and her friends. And finally, Yui and IR suspect foul play when Chef Kirch, a family friend who can never get his recipes quite right, has to face customers who've turned into ravenous zombies!<br>
<br>
(Source: Viz Media)","Adventure, Comedy, Mahou Shoujo, Sci-Fi",26.0,67,"Freeze, Control, Takashi Fuji, Virus, Shinichi Kasuga, Anti, Eco, Sakura Kasuga, IR, Ai Shinozaki, Rescue, Manami Sayama, Synchro, Yui Kasuga, Grosser, Mototsugu Inukai, Follow, Jaggy, Akiko Yanagi, Haruna Kisaragi, Reiko Kannonzaki"
Chou Henshin Cosprayers,"Koto unknowingly seals away the Sun Goddess Amaterasu, and now she is in a different world and can't return. Meeting priestesses who combat the evil in this strange place she learns that Black Towers throughout the land keep Amatersu sealed away and are guarded by evil monsters. Koto must now find a way to help defeat these monsters and return the world to the way it was.
<br><br>
(Source: Anime News Network)","Action, Adventure, Comedy, Ecchi, Fantasy",8.0,38,"Crus Priest, Natsumi Yagami, Youko Katsuragi, Miku Hayasaka, Sayaka Imamura, Hikaru Jougasaki, You, Takitsu-hime, In"
Uchuu no Stellvia,"The year is 2356 A.D. - 189 years after a distant supernova caused a global catastrophe that wiped out 99% of the world population. To keep track on all space activities, mankind has built colossal space stations called ""foundations"" all over the Solar System. After passing the Space Academy entrance exams, Shima Katase embarks to the Earth-based foundation Stellvia to fulfill her dream of seeing the galaxy and to prevent another interstellar catastrophe from destroying Earth.
<br><br>
(Source: Anime News Network)","Action, Mecha, Romance, Sci-Fi",26.0,70,"Kouta Otoyama, Shima Katase, Akira Kayama, Jinrai Shirogane, Ayaka Machida, Arisa Glennorth, Yayoi Fujisawa, Rinna Kazamatsuri, Masaru Odawara, Leila Barthes, Richard James, Joey Jones, Chiaki Katase"
